room_id,category,kind,name,title,type,price_unit_amount,price_unit_currency,price_unit_qualifier,price_total_amount,price_total_currency,airbnb_fee_amount,airbnb_fee_currency,cleaning_fee_amount,cleaning_fee_currency,rating_value,rating_count,latitude,longitude,badges,image_urls
,,,,"Near Manhattan stay, Cozy private 2BR apartment.",,,,,,,,,,,4.9,,40.76495,,,"https://a0.muscache.com/im/pictures/ab7817fd-8704-4858-bb5d-d5ed8a8aa7ad.jpg,https://a0.muscache.com/im/pictures/1868b251-0667-4047-a3c8-1e09b6e11412.jpg,https://a0.muscache.com/im/pictures/799c2549-78f3-4bd2-b3ac-09b160f1f274.jpg,https://a0.muscache.com/im/pictures/45d5b4b8-35fd-4573-a913-381faa196ef1.jpg,https://a0.muscache.com/im/pictures/c54cf5aa-3915-424b-8fd4-1821ad484525.jpg,https://a0.muscache.com/im/pictures/fc146c35-f944-48f6-82b4-3af619aba3bb.jpg,https://a0.muscache.com/im/pictures/3b0c224f-0e64-43b7-8626-62f28dafc20d.jpg,https://a0.muscache.com/im/pictures/ce235f40-7f26-4cbd-bdc8-210a2ce5a086.jpg,https://a0.muscache.com/im/pictures/03801d23-90e7-4265-ab06-82722139895b.jpg,https://a0.muscache.com/im/pictures/a550d6a3-2a69-4ee7-a89e-afce88e245d2.jpg,https://a0.muscache.com/im/pictures/4fbdcc03-3fce-4f4e-ab8a-c55a854004e7.jpg,https://a0.muscache.com/im/pictures/ac9816a4-788b-4576-ac2d-ebe96e020591.jpg,https://a0.muscache.com/im/pictures/49b350c2-6360-483d-abe5-baacab0e0145.jpg,https://a0.muscache.com/im/pictures/c23c23ea-02bf-4140-a8c1-f7d239b1841d.jpg,https://a0.muscache.com/im/pictures/b1e7b891-80d3-4b03-a835-b378237de352.jpg,https://a0.muscache.com/im/pictures/a722ffa9-35dc-4e2c-959c-878def9ed141.jpg,https://a0.muscache.com/im/pictures/ad8af6fd-f0e9-4344-8108-9ac03b548376.jpg,https://a0.muscache.com/im/pictures/191d57e7-4f7e-49e4-82f2-16698f5d7b02.jpg,https://a0.muscache.com/im/pictures/bced8e28-8d8c-464c-82c2-ea96b28d64c2.jpg"
